4036,0.3388965389431675
2883,-0.27274418394397415
4162,-0.16673635698450973
4640,0.49463968449529894
2430,1.6356128935926026
449,0.9243087479714607
4179,-0.720855156752366
4763,0.3126432790985971
749,-0.00935922936892375
2525,-0.24033981320235132
275,0.25384930319417887
1090,0.12579302205019793
3417,0.2200684947006426
2396,-0.04597111368262041
3438,-0.5882271248283706
509,0.25924002325042483
4423,-0.36544967007918405
1004,0.05738427294261328
171,0.7463284687778664
4978,-1.105901957306827
1995,0.33921685047556505
354,-0.6697852907105535
2787,0.04907523032181427
746,-0.2230030350880332
4498,-0.16282515287608135
1820,0.038674855196640046
2086,1.0298469648839497
735,0.5407051925462047
1405,-0.345881969563421
3528,1.037517837716127
1807,0.6301053704570139
4686,-0.05476037169605963
475,-0.19453748858615683
1256,0.012656823958251628
4695,-0.0010920371466776047
1493,-0.8941440316499207
1242,0.05208728569442389
3011,-0.6239878267521553
3378,-0.16506704533642225
75,0.5870796569736143
73,-0.9861398272217317
1263,-0.793780408731128
3044,0.024047342284183593
3021,0.5949736739260505
3198,0.3996782458127708
3446,-0.997543863536344
2493,0.021349952370022685
896,-0.5441881194942022
1399,-0.07944807776787588
711,0.7721791439581285
4497,0.4259584458823955
2834,-0.190450867537316
4463,0.31156791276103846
2857,0.33347487440069656
3735,0.11484345196489443
3817,1.0634321009343308
4693,0.25433654538413286
2156,-0.520532452240654
2097,0.35136415187450964
816,-0.07517673169610006
1400,-0.5898721973256009
3822,-0.17090282318698424
137,0.7855279232631212
957,-0.3674481303486985
3820,0.009622917170074352
2644,-0.345670105248173
2797,0.13812307002763635
524,0.3503230284530403
582,0.6781315206365974
3300,-0.2226664283307933
972,-0.21725568346323954
1860,-0.15647523877080616
2487,0.17270575742189376
1147,0.11955773201702513
1334,-0.5103396500330017
523,0.8206100119153765
3002,-0.16562814694747807
2905,0.3434906514419849
1395,-0.01608337052641229
3070,0.31844331846658314
4644,0.7422474193354676
2750,0.25478539833211133
3269,0.24173428259084684
3811,0.7313231054975509
1839,0.011305862736608496
773,0.2506191339785131
3450,0.43956314085844816
2095,0.9459959289309152
2111,1.2665297225216054
445,0.014876237699866124
2973,-0.14883890109934317
4802,-0.9442699924238696
1207,0.0017823160612433497
1738,-0.04587584833413327
366,0.10652646630627238
804,-0.21602594327530866
3842,-0.08405421538011648
551,-0.5330147806097347
2305,0.617553031246624
1726,0.006374728818221875
1062,-0.10446848819455301
3108,-0.8486664860634638
3857,0.6394590209881983
4181,0.26819253766421447
4941,0.8676814106414383
1227,-0.011901598024960158
185,-1.4738001668856597
4933,0.9698230031723778
4830,0.900590091427139
228,1.2994687725725127
2102,0.11887195473479295
1941,-0.3625897331971428
799,-0.02545752162280568
1083,-0.24536520875045298
586,0.4212899792696758
2364,1.9003282645257968e-06
1974,-0.29937014217930713
4079,0.7394180248969491
1448,0.460553307383039
2780,0.039910278130674826
4395,0.42435628842170026
4692,0.3154983709802597
2517,-0.22817089804425628
2007,-1.28852116312303
3921,-1.1063171871746906
3436,0.1705236773506824
2431,-0.7382213320293367
4246,-0.5280703177215766
994,-0.5426133321064182
1854,0.10264174172762264
4587,0.9100660455255474
584,-0.7844003293568269
1882,0.19200064884189683
4265,-0.3990689891429815
4834,-0.8352230160388459
153,0.840491931143931
1727,0.691076308056048
3371,-0.2901669731910479
3061,-0.0034506880501767867
1490,0.7414793515124343
3814,0.8965540019250318
2715,-0.14710083496717008
4466,0.35183429329448934
3115,-0.1982454570753207
3350,0.31715310674619435
3290,-0.03262428559665942
86,0.402327003483232
